ID,Author,Birth Year,Death Year
1429,石原 純,1881,1947,"Ishiwara, Atsushi"
1430,ウェルズ ハーバート・ジョージ,1866,1946,"Wells, Herbert George"
1431,トウェイン マーク,1835,1910,"Twain, Mark"
1432,柏熊 達生,1907,1956,"Kashiwaguma, Tatsuo"
1433,安藤 正次,1878,1952,"Ando, Masatsugu"
1434,松本 幸四郎,1870,1949,"Matsumoto, Koshiro"
1435,黒部 溯郎　→百瀬慎太郎,1892,1949,"Kurobe, Soro"
1436,中山 啓　→中山忠直,1895,1957,"Nakayama, Kei"
1437,ジョーンズ レイモンド・Ｆ,1915,1994,"Jones, Raymond F."
1438,大島 庸夫,1902,1953,"Oshima, Tsuneo"
1439,マラテスタ エンリコ,1853,1932,"Malatesta, Errico"
1440,自由聯合新聞,N/A,N/A,"Jiyurengoshinbun,"
1441,杉田 玄白,1733,1817,"Sugita, Genpaku"
1442,大田 南畝,1749,1823,"Ota, Nanpo"
1443,小池 英三,1902,1948,"Koike, Eizo"
1445,池内 宏,1878,1952,"Ikeuchi, Hiroshi"
1446,宮地 嘉六,1884,1958,"Miyachi, Karoku"
1447,松崎 天民,1878,1934,"Matsuzaki, Tenmin"
1448,吉本 襄,N/A,1910,"Yoshimoto, Noboru"
1449,フィルポッツ イーデン,1862,1960,"Phillpotts, Eden"
1450,本山 荻舟,1881,1958,"Motoyama, Tekishu"
1451,「正義と道徳」編集委員,N/A,N/A,N/A
1452,赤羽 巌穴,1875,1912,"Akabane, Genketsu"
1453,ニーチェ フリードリヒ・ヴィルヘルム,1844,1900,"Nietzsche, Friedrich Wilhelm"
1454,伊藤 永之介,1903,1959,"Ito, Einosuke"
1455,登張 竹風,1873,1955,"Tobari, Chikufu"
1456,与謝 蕪村,1716,1784,"Yosa, Buson"
1457,潁原 退蔵,1894,1948,"Ebara, Taizo"
1458,ワーズワース ウィリアム,1770,1850,"Wordsworth, William"
1459,山本 鼎,1882,1946,"Yamamoto, Kanae"
1460,尾佐竹 猛,1880,1946,"Osatake, Takeki"
1461,三谷 隆正,1889,1944,"Mitani, Takamasa"
1462,南条 文雄,1849,1927,"Nanjo, Bunyu"
1463,松谷 正太郎,1871,1944,"Matsutani, Shotaro"
1464,クラーク ヘンリ・サヴィル,1841,1893,"Clarke, Henry Savile"
1465,東 健而,1889,1933,"Azuma, Kenji"
1466,神田 孝平,1830,1898,"Kanda, Takahira"
1467,柏原 孝章,1835,1910,"Kashiwabara, Takaaki"
1468,賀川 豊彦,1888,1960,"Kagawa, Toyohiko"
1469,河野 常吉,1863,1930,"Kono, Tsunekichi"
1470,クイーン エラリー,1905,1982,"Ellery, Queen"
1471,今野 大力,1904,1935,"Konno, Dairiki"
1472,松井 須磨子,1886,1919,"Matsui, Sumako"
1473,プルードン ピエール・ジョゼフ,1809,1865,"Proudhon, Pierre Joseph"
1474,丘 浅次郎,1868,1944,"Oka, Asajiro"
1475,小川 未明,1882,1961,"Ogawa, Mimei"
1476,大鹿 卓,1898,1959,"Oshika, Taku"
1477,陳 寿,N/A,N/A,"Chen, Shou"
1478,石川 千代松,1860,1935,"Ishikawa, Chiyomatsu"
1479,風巻 景次郎,1902,1960,"Kazamaki, Keijiro"
1480,矢田 挿雲,1882,1961,"Yada, Soun"
1481,三木 貞一,1861,1933,"Miki, Teiichi"
1482,中山 忠直,1895,1957,"Nakayama, Tadanao"
1483,伊藤 欽亮,1857,1928,"Ito, Kinsuke"
1484,魏 徴,N/A,N/A,"Wei, Zheng"
1485,沈 約,N/A,N/A,"Shen, Yue"
1486,佐藤 緑葉,1886,1960,"Sto, Ryokuyo"
1487,浅沼 稲次郎,1898,1960,"Asanuma, Inejiro"
1488,火野 葦平,1907,1960,"Hino, Ashihei"
1489,高田 義一郎,1886,1945,"Takada, Giichiro"
1490,額田 六福,1890,1948,"Nukada, Roppuku"
1491,流泉 小史,1887,1940,"Ryusen, Shoshi"
1492,シゲリスト ヘンリー・Ｅ,1891,1957,"Sigerist, Henry E."
1493,ジンサー ハンス,1878,1940,"Zinsser, Hans"
1494,水上 茂樹,N/A,N/A,"Minakami, Shigeki"
1495,鶯亭 金升,1868,1954,"Otei, Kinsho"
1496,栗本 鋤雲,1822,1897,"Krimoto, Joun"
1497,吉井 勇,1886,1960,"Yoshii, Isamu"
1499,外村 繁,1902,1961,"Tonomura, Shigeru"
1500,総生 寛,1841,1894,"Fuso, Kan"
1501,若林 玵蔵,1857,1938,"Wakabayashi, Kanzo"
1502,宝井 其角,1661,1707,"Takarai, Kikaku"
1503,岡田 三郎,1890,1954,"Okada, Saburo"
1504,勝峯 晋風,1887,1954,"Katsumine, Shinpu"
1505,ポター ビアトリクス,1866,1943,"Potter, Beatrix"
1506,片岡 義男,1939,N/A,"Kataoka, Yoshio"
1507,大川 周明,1886,1957,"Okawa, Shumei"
1508,清水 卯三郎,1829,1910,"Shimizu, Usaburo"
1509,津田 仙,1837,1908,"Tsuda, Sen"
1510,箕作 秋坪,1826,1886,"Mitsukuri, Shuhei"
1511,フィリモア ロバート,1810,1885,"Phillimore, Robert"
1512,柴田 昌吉,1842,1901,"Shibata, Masayoshi"
1513,山本 笑月,1873,1936,"Yamamoto, Shogetsu"
1514,ベラミー エドワード,1850,1898,"Bellamy, Edward"
1515,山本 政喜,1899,1960,"Yamamoto, Masaki"
1516,草野 天平,1910,1952,"Kusano, Tenpei"
1517,山本 一清,1889,1959,"Yamamoto, Issei"
1518,太 安万侶,N/A,N/A,"oono, yasumaro"
1519,稗田 阿礼,N/A,N/A,"hieda, are"
1520,柳 宗悦,1889,1961,"Yanagi, Muneyoshi"
1521,長与 善郎,1888,1961,"Nagayo, Yoshiro"
1522,シュピリ ヨハンナ,1827,1901,"Spyri, Johanna"
1523,日本聖書協会,N/A,N/A,N/A
1524,司馬 遷,N/A,N/A,"Shiba, Sen"
1525,箭内 亙,1875,1926,"Yanai, Watari"
1526,島袋 源一郎,1885,1942,"Shimabukuro, Gen'ichiro"
1527,栗島 山之助　→栗島狭衣,1876,1945,"Kurishima, Sannosuke"
1528,日本国,N/A,N/A,"Nihonkoku,"
1529,作者不詳,N/A,N/A,"Sakushafusho,"
1530,コクトー ジャン,1889,1963,"Cocteau, Jean"
1531,志賀 矧川　→志賀重昂,1863,1927,"Shiga, Shinsen"
1532,川田 瑞穂,1879,1951,"Kawada, Mizuho"
1533,宇野 浩二,1891,1961,"Uno, Koji"
1534,岩本 素白,1883,1961,"Iwamoto, Sohaku"
1535,津田 左右吉,1873,1961,"Tsuda, Sokichi"
1536,桂 三木助,1902,1961,"Katsura, Mikisuke"
1537,喜多村 緑郎,1871,1961,"Kitamura, Rokuro"
1538,矢内原 忠雄,1893,1961,"Yanaihara, Tadao"
1539,片山 敏彦,1898,1961,"Katayama, Toshihiko"
1540,知里 真志保,1909,1961,"Chiri, Mashiho"
1541,高山 毅,1911,1961,"Takayama, Tsuyoshi"
1542,青野 季吉,1890,1961,"Aono, Suekichi"
1543,犬養 健,1896,1960,"Inukai, Takeru"
1544,谷 干城,1837,1911,"Tani, Tateki"
1545,ジッド アンドレ,1869,1951,"Gide, Andre"
1546,三吉 慎蔵,1831,1901,"Miyoshi, Shinzo"
1547,寺石 正路,1868,1949,"Teraishi, Masamichi"
1548,シェーンハイマー ルドルフ,1898,1941,"Schoenheimer, Rudolf"
1549,ブロンテ エミリー,1818,1848,"Bronte, Emily"
1551,条野 採菊,1832,1902,"Jyono, Saigiku"
1552,セルバンテス・サアベドラ ミゲル・デ,1547,1616,"Cervantes Saavedra, Miguel de"
1553,和辻 春樹,1891,1952,"Watsuji, Haruki"
1554,喜多村 直寛,1804,1876,"Kitamura, Nohira"
1555,本多 静六,1866,1952,"Honda, Seiroku"
1556,松村 任三,1856,1928,"Matsumura, Jinzo"
1557,丹波 敬三,1854,1927,"Tanba, Keizo"
1558,古川 緑波,1903,1961,"Furukawa, Roppa"
1559,村越 三千男,1880,1948,"Murakoshi, Michio"
1560,ハムスン クヌート,1859,1952,"Hamsun, Knut"
1561,ギャロッド アーチボルド,1857,1936,"Garrod, Archibald"
1562,吉川 英治,1892,1962,"Yoshikawa, Eiji"
1563,グルモン レミ・ドゥ,1858,1915,"Gourmont, Remy de"
1564,ミルトン ジョン,1608,1674,"Milton, Jonh"
1565,渋沢 栄一,1840,1931,"Shibusawa, Eiichi"
1566,柳田 国男,1875,1962,"Yanagita, Kunio"
1567,橘 樸,1881,1945,"Tachibana, Shiraki"
1568,妹尾 アキ夫,1892,1962,"Senoo, Akio"
1569,中谷 宇吉郎,1900,1962,"Nakaya, Ukichiro"
1570,小倉 金之助,1885,1962,"ogura, kinnosuke"
1571,昇 曙夢,1878,1958,"Nobori, Shomu"
1572,福島 安正,1852,1919,"Fukushima, Yasumasa"
1573,筑摩書房編集部,N/A,N/A,"Chikumashobohenshubu,"
1574,オスラー ウイリアム,1849,1919,"Osler, William"
1575,濹上漁史 　→成島柳北,1837,1884,"Bokujogyoshi,"
1576,塚本 哲三,1881,1953,"Tsukamoto, Tetsuzo"
1577,服部 宇之吉,1867,1939,"Hattori, Unokichi"
1578,今村 明恒,1870,1948,"Imamura, Akitsune"
1579,室生 犀星,1889,1962,"Murou, Saisei"
1580,尾高 朝雄,1899,1956,"Odaka, Tomoo"
1581,正宗 白鳥,1879,1962,"Masamune, Hakucho"
1582,宇田川 文海,1848,1930,"Udagawa, Bunkai"
1583,藤沢 清造,1889,1932,"Fujisawa, Seizo"
1584,秋田 雨雀,1883,1962,"Akita, Ujyaku"
1585,槙村 浩,1912,1938,"Makimura, Ko"
1586,河田 小竜,1824,1898,"Kawada, Shoryo"
1587,楢崎 竜,1841,1906,"Narasaki, Ryou"
1588,川田 雪山　→川田瑞穂,1879,1951,"Kawada, Setsuzan"
1589,落合 ユキ子　→村山籌子,1903,1946,"Ochiai, Yukiko"
1590,マキャヴェッリ ニッコロ,1469,1527,"Machiavelli, Niccolo"
1591,ジェンナー エドワード,1749,1823,"Jenner, Edward"
1592,中村 清二,1869,1960,"Nakamura, Seiji"
1593,ソーリー チャールズ・ハミルトン,1895,1915,"Sorley, Charles Hamilton"
1594,島内 登志衛,N/A,1922,"Shimauchi, Toshie"
1595,井上 準之助,1869,1932,"Inoue, Junnosuke"
1596,大岩 誠,1900,1957,"Oiwa, Makoto"
1597,李 箱,1910,1937,"I, Sang"
1598,竹内 時男,N/A,N/A,"Takeuchi, Tokio"
1599,田辺 元,1885,1962,"Tanabe, Hajime"
1600,スノウ ジョン,1813,1858,"Snow, John"
1601,李 光洙,1892,1950,"Lee, Kwang-su"
1602,金 鍾漢,1914,1944,"Kim, Chong-han"
1603,早川 孝太郎,1889,1956,"Hayakawa, Koutarou"
1604,桜間 中庸,1911,1934,"Sakurama, Chuyo"
1605,鄭 芝溶,1902,1950,N/A
1606,世礼 国男,1897,1950,"Serei, Kunio"
1607,末吉 安持,1887,1907,"Sueyoshi, Anji"
1608,橋田 邦彦,1882,1945,"Hashida, Kunihiko"
1609,井上 通女,1660,1738,"Inoue, Tsujo"
1610,田辺 孝次,1890,1945,"Tanabe, Takatsugu"
1611,徳永 保之助,1889,1925,"Tokunaga, Yasunosuke"
1612,江森 盛弥,1903,1960,"Emori, Moriya"
1613,後藤 謙太郎,1895,1925,"Goto, Kentaro"
1614,佐藤 武夫,1906,1929,"Sato, Takeo"
1615,下川 儀太郎,1904,1961,"Shimokawa, Gitaro"
1616,中西 伊之助,1887,1958,"Nakanishi, Inosuke"
1617,西村 陽吉,1892,1959,"Nishimura, Yokichi"
1618,根岸 正吉,1892,1922,"Negishi, Shokichi"
1619,野村 吉哉,1901,1940,"Nomura, Yoshiya"
1620,波立 一,1908,1937,"Haryu, Hajime"
1621,福田 正夫,1893,1952,"Fukuda, Masao"
1622,松本 淳三,1895,1950,"Matsumoto, Junzo"
1623,百田 宗治,1893,1955,"Momota, Soji"
1624,陀田 勘助,1902,1931,"Dada, Kansuke"
1625,新井 徹,1899,1944,"Arai, Toru"
1626,猪狩 満直,1898,1938,"Ikari, Mitsunao"
1627,今村 恒夫,1908,1936,"Imamura, Tsuneo"
1628,上田 進,1907,1947,"Ueda, Susumu"
1629,植村 諦,1903,1959,"Uemera, Tai"
1630,榎南 謙一,1913,1945,"Enami, Kenichi"
1631,大石 喜幸,1910,1941,"Oishi, Yoshiyuki"
1632,大江 鉄麿,1915,1944,"Oe, Tetsumaro"
1633,国見 善弘,1916,1937,"Kunimi, Yoshihiro"
1634,田村 乙彦,1911,1945,"Tamura, Otohiko"
1635,丹沢 明,1904,1944,"Tanzawa, Akira"
1636,中島 葉那子,1909,1939,"Nakajima, Hanako"
1637,中野 鈴子,1906,1958,"Nakano, Suzuko"
1638,平林 彪吾,1903,1939,"Hirabayashi, Shogo"
1639,広海 大治,1910,1960,"Hiroumi, Daiji"
1640,森 竹夫,1905,1946,"Mori, Takeo"
1641,藪田 忠夫,1912,1943,"Yabuta, Tadao"
1642,伊藤 信二,1907,1932,"Ito, Shinji"
1643,木村 好子,1904,1959,"Kimura, Yoshiko"
1644,倉橋 顕吉,1917,1947,"Kurahashi, Kenkichi"
1645,倉橋 潤一郎,1914,1945,"Kurahashi, Jun'ichiro"
1646,鈴木 泰治,1912,1938,"Suzuki, Taiji"
1647,後藤 守一,1888,1960,"Goto, Shuichi"
1648,土谷 麓,1914,1962,"Tsuchiya, Fumoto"
1649,船方 一,1912,1957,"Funakata, Hajime"
1650,許 泳,1908,1952,"Ho, Yon"
1651,古川 アヤ　→村山籌子,1903,1946,"Furukawa, Aya"
1652,森川 義信,1918,1942,"Morikawa, Yoshinobu"
1653,李 孝石,1907,1942,"Lee, Hyo-seok"
1654,濤音,1888,1953,"Toon,"
1655,長沢 佑,1910,1933,"Nagasawa, Tasuku"
1656,矢田部 達郎,1893,1958,"Yatabe, Tatsuro"
1657,アークム フレデリック,1769,1838,"Accum, Friedrich"
1658,渡久山 水鳴,1884,1911,"Tokuyama, Suimei"
1659,吉本 明光,1899,1960,"Yoshimoto, Akimitsu"
1660,中島 徳蔵,1864,1940,"Nakajima, Tokuzo"
1661,増田 惟茂,1883,1933,"Masuda, Koreshige"
1662,山口 芳光,N/A,1930,"Yamaguchi, Yoshimitsu"
1663,上里 春生,1897,1939,"Uezato, Haruo"
1664,桜田 佐,1901,1960,"Sakurada, Tasuku"
1665,泉 芳朗,1905,1959,"Izumi, Horo"
1666,漢那 浪笛,1887,1939,"Kanna, Roteki"
1667,仲村 渠,1905,1951,"Nakamura, Kare"
1668,西東 三鬼,1900,1962,"Saito, Sanki"
1669,大倉 燁子,1886,1960,"Okura, Teruko"
1670,野村 胡堂,1882,1963,"Nomura, Kodo"
1671,津田 黄昏　→津田左右吉,1873,1961,"Tsuda, Tasogare"
1672,小竹 主,1873,1961,"Kotake,"
1673,かんな ろうてき,N/A,N/A,N/A
1674,鶴 彬,1909,1938,"Tsuru, Akira"
1675,竹内 浩三,1921,1945,"Takeuchi, Kozo"
1676,正木 不如丘,1887,1962,"Masaki, Fujokyu"
1677,河野 広道,1905,1963,"Kouno, Hiromichi"
1678,田中 阿歌麿,1869,1944,"Tanaka, Akamaro"
1679,藤田 豊八,1869,1929,"Fujita, Toyohachi"
1680,今井 半次郎,1884,1938,"Imai, Hanjiro"
1681,伊藤 吉之助,1885,1961,"Ito, Kichinosuke"
1682,植田 清次,1902,1963,"Ueda, Seiji"
1683,三宅 茂,N/A,1941,"Miyake, Shigeru"
1684,古川 賢一郎,1903,1955,"Furukawa, Ken'ichiro"
1685,井上 貞治郎,1881,1963,"Inoue, Teijiro"
1686,グリーナウェイ ケイト,1846,1901,"Greenaway, Kate"
1687,ブリュノフ ジャン・ド,1899,1937,"Brunhoff, Jean de"
1688,リヴィングストン・ジュニア ヘンリー,1748,1828,"Livingston, Jr., Henry"
1689,大木 頭　→石川啄木,1886,1912,"Oki,"
1690,高橋 竜雄,1868,1946,"Takahashi, Tatsuo"
1691,佐佐木 信綱,1872,1963,"Sasaki, Nobutsuna"
1692,久保田 万太郎,1889,1963,"Kubota, Mantaro"
1693,山之口 貘,1903,1963,"Yamanokuchi, Baku"
1694,紀平 正美,1874,1949,"Kihira, Tadayoshi"
1695,飯田 蛇笏,1885,1962,"Iida, Dakotsu"
1696,下村 海南,1875,1957,"Shimomura, Kainan"
1697,高野 六郎,1884,1960,"Takano, Rokurou"
1698,光田 健輔,1876,1964,"Mitsuda, Kensuke"
1699,ラヴクラフト ハワード・フィリップス,1890,1937,"Lovecraft, Howard Phillips"
1700,坪田 宏,1908,1954,"Tsubota, Hiroshi"
1701,ジョーダン デイビッド・スター,1851,1931,"Jordan, David Starr"
1702,ベートーヴェン ルートヴィヒ・ヴァン,1770,1827,"Beethoven, Ludwig van"
1703,ヴェーゲラー フランツ・ゲルハルト,1765,1848,"Wegeler, Franz Gerhard"
1704,ブロイニング エレオノーレ・フォン,1771,1841,"Breuning, Eleonore von"
1705,ヴェルハーレン エミール,1855,1916,"Verhaeren, Emile"
1706,ネグリ アダ,1870,1945,"Negri, Ada"
1707,クローデル ポール,1868,1955,"Claudel, Paul"
1708,マラルメ ステファヌ,1842,1898,"Mallarme, Stephane"
1709,ベルトラン ルイ　→ベルトランアロイジウス,1807,1841,"Bertrand, Louis"
1710,プラーテン アウグスト,1796,1835,"Platen, August"
1713,サッフォ,N/A,N/A,"Sappho,"
1714,平野 零児,1897,1961,"Hirano, Reiji"
1715,富沢 赤黄男,1902,1962,"Tomizawa, Kakio"
1716,アラルコン ペドロ・アントニオ,1833,1891,"Alarcon, Pedro Antonio"
1717,ミュッセ アルフレッド,1810,1857,"Musset, Alfred"
1718,日野 草城,1901,1956,"Hino, Sojo"
1719,前田 普羅,1884,1954,"Maeda, Fura"
1720,松本 たかし,1906,1956,"Matsumoto, Takashi"
1721,ハッサル アーサー・ヒル,1917,1894,"Hassall, Arthur Hill"
1722,ダンセイニ ロード,1878,1957,"Dunsany, Lord"
1723,斎藤 三郎,1895,1960,"Saito, Saburo"
1724,山中 春雄,1919,1962,"Yamanaka, Hruo"
1725,ハバード エルバート,1856,1915,"Hubbard, Elbert"
1726,長谷川 伸,1884,1963,"Hasegawa, Shin"
1727,オルファース ジビュレ・フォン,1881,1916,"Olfers, Sibylle von"
1728,ベスコフ エルサ,1874,1953,"Beskow, Elsa"
1729,ボナール ピエール,1867,1947,"Bonnard, Pierre"
1730,長田 新,1887,1961,"Osada, Arata"
1731,神田 左京,1874,1939,"Kanda, Sakyo"
1732,ボードレール シャルル・ピエール,1821,1867,"Baudelaire, Charles Pierre"
1733,フリーマン リチャード・オースティン,1862,1943,"Freeman, Richard Austin"
1734,石波 杏,1982,N/A,"Ishinami, Kyo"
1735,ベルトラン アロイジウス,1807,1841,"Bertrand, Aloysius"
1736,庄野 健,1955,N/A,"Shono, Ken"
1737,上村 福幸,1893,1954,"Uemura, Yoshiyuki"
1738,ハクスリー トマス・ヘンリー,1825,1895,"Huxley, Thomas Henry"
1739,野口 英司,N/A,N/A,"Noguchi, Eiji"
1740,宮川 典子,N/A,N/A,"Miyakawa, Fumiko"
1741,吉田 松陰,1830,1859,"Yoshida, Shoin"
1742,石原 忍,1879,1963,"Ishihara, Shinobu"
1743,船越 衛,1840,1913,"Funakoshi, Mamoru"
1744,山川 健次郎,1854,1931,"Yamakawa, Kenjiro"
1745,大倉 喜八郎,1837,1928,"Okura, Kihachiro"
1746,尾崎 三良,1842,1918,"Ozaki, Saburo"
1747,本田 成之,1882,1945,"Honda, Shigeyuki"
1748,武者 金吉,1891,1962,"Musha, Kinkichi"
1749,三好 達治,1900,1964,"Miyoshi, Tatsuji"
1750,佐々木 邦,1883,1964,"Sasaki, Kuni"
1751,北尾 亀男,1892,1958,"Kitao, Kameo"
1752,橋本 多佳子,1898,1963,"Hashimoto, Takako"
1753,尾崎 士郎,1898,1964,"Ozaki, Shiro"
1754,ザングヴィル イスレール,1864,1926,"Zangwill, Israel"
1755,長谷川 修二,1903,1964,"Hasegawa, Shuji"
1756,コールデコット ランドルフ,1846,1886,"Caldecott, Randolph"
1757,大田 洋子,1906,1963,"Ota, Yoko"
1758,マン パウル・トーマス,1875,1955,"Mann, Paul Thomas"
1759,実吉 捷郎,1895,1962,"Saneyoshi, Hayao"
1760,吉満 義彦,1904,1945,"Yoshimitsu, Yoshihiko"
1761,小津 安二郎,1903,1963,"Ozu, Yasujiro"
1762,内山 完造,1885,1959,"Uchiyama, Kanzou"
1763,佐藤 春夫,1892,1964,"Sato, Haruo"
1764,モース エドワード・シルヴェスター,1838,1925,"Morse, Edward Sylvester"
1765,田辺 竜子　→三宅花圃,1869,1943,"Tanabe, Tatsuko"
1766,ピクソール マジョリエ　ローリー　クリスティー,1893,1921,"Pickthall, Marjorie Lowry Christie"
1767,サキ,1870,1916,"Saki,"
1768,メイスン アルフレッド・エドワード・ウッドリー,1865,1948,"Mason, Alfred Edward Woodley"
1769,ゲラン シャルル,1873,1907,"Guerin, Charles"
1770,ロンドン ジャック,1876,1916,"London, Jack"
1771,宮崎 滔天,1871,1922,"Miyazaki, Toten"
1772,岸上 質軒,1860,1907,"Kishigami, Shikken"
1773,女銭 外二　→橋本五郎,1903,1948,"Mezeni, Sotoji"
1774,高祖 保,1910,1945,"Koso, Tamotsu"
1775,仲木 貞一,1886,1954,"Nakagi, Teiichi"
1776,蜷川 新,1873,1959,"Ninagawa, Arata"
1777,山崎 富栄,1919,1948,"Yamazaki, Tomie"
1778,薄田 斬雲,1877,1956,"Susukida, Zan'un"
1779,江戸川 乱歩,1894,1965,"Edogawa, Ranpo"
1780,高群 逸枝,1894,1964,"Takamure, Itsue"
1781,金田 鬼一,1886,1963,"Kaneda, Kiichi"
1782,辰野 九紫,1892,1962,"Tatsuno, Kyushi"
1783,エリオット ジェイムズ・サンヅ,1880,1959,"Elliott, James Sands"
1784,ノイバーガー マクス,1868,1955,"Neuburger, Max"
1785,ヘッセ ヘルマン,1877,1962,"Hesse, Hermann"
1786,佐田 白茅,1833,1907,"Sata, Hakubo"
1787,石川 善助,1901,1932,"Ishikawa, Zensuke"
1788,十返 肇,1914,1963,"Togaeri, Hajime"
1789,日本経済新聞社,N/A,N/A,"Nihon Keizai Shinbunsha,"
1790,青空文庫,N/A,N/A,"Aozora Bunko,"
1791,安藤 盛,1893,1938,"Ando, Sakan"
1792,森田 愛子,1917,1947,"Morita, Aiko"
1793,川崎 浩良,1875,1963,"Kawasaki, Koryo"
1794,幣原 喜重郎,1872,1951,"Shidehara, Kijuro"
1795,松岡 国男　→柳田国男,1875,1962,"Matsuoka, Kunio"
1796,辰野 隆,1888,1964,"Tatsuno, Yutaka"
1797,河本 大作,1883,1955,"Komoto, Daisaku"
1798,梅崎 春生,1915,1965,"Umezaki, Haruo"
1799,中 勘助,1885,1965,"Naka, Kansuke"
1800,米川 正夫,1891,1965,"Yonekawa, Masao"
1801,山川 方夫,1930,1965,"Yamakawa, Masao"
1802,野村 あらえびす　→野村胡堂,1882,1963,"Nomura, Araebisu"
1803,小杉 放庵,1881,1964,"Kosugi, Hoan"
1804,三枝 博音,1892,1963,"Saigusa, Hiroto"
1805,三遊亭 金馬,1894,1964,"San'yutei, Kinba"
1806,斉藤 弘吉,1899,1964,"Saito, Hirokichi"
1807,筈見 恒夫,1908,1958,"Hazumi, Tsuneo"
1808,村松 梢風,1889,1961,"Muramatsu, Shoufuu"
1809,人見 絹枝,1907,1931,"Hitomi, Kinue"
1810,西下 経一,1898,1964,"Nishishita, Kyouichi"
1811,徳冨 愛子,1874,1947,"Tokutomi, Aiko"
1812,海藤 抱壺,1901,1940,"Kaido, Hoko"
1813,石塚 浩之,N/A,N/A,"Ishizuka, Hiroyuki"
1814,浜野 修,1897,1957,"Hamano, Osamu"
1815,小早川 秀雄,1870,1920,"Kobayakawa, Hideo"
1816,浅野 正恭,1868,1954,"Asano, Masayasu"
1817,ゴールズワージー ジョン,1867,1933,"Galsworthy, John"
1818,山田 松太郎,1898,1962,"Yamada, Matsutaro"
1819,ツヴァイク シュテファン,1881,1942,"Zweig, Stefan"
1820,岩井 尊人,1892,1940,"Iwai, Takahito"
1821,蔵原 伸二郎,1899,1965,"Kurahara, Shinjiro"
1822,中村 地平,1908,1963,"Nakamura, Chihei"
1823,高見 順,1907,1965,"Takami, Jun"
1824,大坪 砂男,1904,1965,"Otsubo, Sunao"
1825,阿部 真之助,1884,1964,"Abe, Shinnosuke"
1826,森下 雨村,1890,1965,"Morishita, Uson"
1831,山田 耕筰,1886,1965,"Yamada, Kosaku"
1832,柴田 宵曲,1897,1966,"Shibata, Shokyoku"
1833,鈴木 大拙,1870,1966,"Suzuki, Daisetsu"
1834,The Creative CAT,N/A,N/A,"The Creative CAT,"
1835,石川 成章,1872,1945,"Ishikawa, Seisho"
1836,大森 房吉,1868,1923,"Omori, Fusakichi"
1837,佐藤 伝蔵,1870,1928,"Sato, Denzo"
1838,弓館 芳夫,1883,1958,"Yudate, Yoshio"
1839,荒木 光二郎,N/A,N/A,"Araki, Kojiro"
1840,ジョーンズ ウィリアム・ヘンリー・サミュエル,1876,1963,"Jones, William Henry Samuel"
1841,カーペンター ケニス・Ｊ,1923,N/A,"Carpenter, Kenneth J."
1842,アレン ジェームズ,1864,1912,"Allen, James"
1843,アレン リリー・Ｌ,1867,1952,"Allen, Lily L."
1844,ミーゼス ルートヴィヒ・フォン,1881,1973,"Mises, Ludwig Heinrich Edler von"
1845,村田 稔雄,1923,N/A,"Murata, Toshio"
1846,小泉 信三,1888,1966,"Koizumi, Shinzo"
1847,ヘミングウェイ アーネスト・ミラー,1899,1961,"Hemingway, Ernest Miller"
1848,モンテーニュ ミシェル・エケム・ド,1533,1592,"Montaigne , Michel Eyquem de"
1849,関根 秀雄,1895,1987,"Sekine, Hideo"
1850,バルザック オノレ・ド,1799,1850,"Balzac, Honoré de"
1851,中島 英之,1942,N/A,"Nakajima, Hideyuki"
1852,尖端軟派文学研究会,N/A,N/A,"sentan'nanpabungakukenkyukai,"
1853,杉田 直樹,1887,1949,"Sugita, Naoki"
1854,巌谷 英一,1903,1959,"Iwaya, Eiichi"
1856,酒井 潔,1985,1952,"Sakai, Kiyoshi"
1857,時代世相研究会,N/A,N/A,"Jidaiseso-kenkyukai,"
1858,山本 和久三,1893,1932,"Yamamoto, Wakuzo"
1859,レ・ファニュ ジョゼフ・シェリダン,1814,1873,"Le Fanu, Joseph Sheridan"
1860,藤原 定家,N/A,N/A,"fujiwarano, teika"
1861,河井 酔茗,1874,1965,"Kawai, Suimei"
1862,式場 隆三郎,1898,1965,"Shikiba, Ryuzaburo"
1863,安西 冬衛,1898,1965,"Anzai, Huyue"
1864,森田 正馬,1874,1938,"Morita, Masatake"
1865,大堀 竜太郎,N/A,N/A,"Ohori, Ryutaro"
1866,楠田 匡介,1903,1966,"Kusuda, Kyousuke"
1867,小山 清,1911,1965,"Koyama, Kiyoshi"
1868,永山 一郎,1934,1964,"Nakayama, Ichirou"
1869,山本 周五郎,1903,1967,"Yamamoto, Shugoro"
1870,亀井 勝一郎,1907,1966,"Kamei, Katsuichiro"
1871,三宅 周太郎,1892,1967,"Miyake, Shutaro"
1872,大下 宇陀児,1896,1966,"Oshita, Udaru"
1873,石田 梅巌,1685,1744,"Ishida, Baigan"
1874,高畑 棟材,1897,1958,"Takahata, Munetaka"
1875,壺井 栄,1899,1967,"Tsuboi, Sakae"
1876,塚原 健二郎,1895,1965,"Tsukahara, Kenjiro"
1877,シガーヨンスソン フロスティ,1962,N/A,"Sigurjónsson, Frosti"
1878,早川 健治,1989,N/A,"Hayakawa, Kenji"
1879,大隈 重信,1838,1922,"Okuma, Shigenobu"
1880,上河 正揚,1748,1817,"Uekawa, Ｓｈｏｕｙｏｕ"
